Date,Location,Operator,Flight #,Route,Type,Registration,cn/In,Aboard,Fatalities,Ground
5/24/1931,"Bellefonte, Pennsylvania",National Air Transport,,N/A,Boeing 95,NC397E,N/A,1,1,0
6/7/1931,"Near Sandoway, Burma",Air Orient,,Saigon - Karachi,Fokker F-VIIB,PH-AEO,5096,4,4,0
6/11/1931,"Walbridge, Ohio",Rubner Flying Service,,N/A,Lockheed Vega 2,NC857E,64,3,2,0
6/13/1931,"Saarbrucken, Germany",Deutsche Lufthansa,,Cologne - Saarbrucken,Dornier Merkur,D-1455,177,4,4,0
7/12/1931,"Chicago, Illinois",Braniff Airlines,,Chicago - Detroit,Lockheed Vega,NC8497,N/A,2,2,0
7/14/1931,"Temora, Australia",Australian Aerial Services,,N/A,Lasco Lascowl,VH-UGF,N/A,2,2,0
7/21/1931,"Centralia, Illinois",American Airways,,N/A,Pitcairn PA-6 Mailwing,,N/A,1,1,0
7/24/1931,"Kurudjevo, Bulgaria",CIDNA,,Constantinople - Budapest,Fokker F-VII,,N/A,7,7,0
8/9/1931,"Cincinnati, Ohio",American Airways,,N/A,Ford 5-AT-C Tri Motor,NC9662,5AT-029,6,6,0
9/14/1931,"Chicago, Illinois",Chicago-Detroit Airways,,N/A,Lockheed Vega,NC606,N/A,1,1,0
9/16/1931,"Oakland, California",PacifiAir Transport,,"Oakland, CA - Seattle, WA",Boeing 40,NC10347,N/A,4,4,0
10/6/1931,"Novia Scotia, Canada",Deutsche Lufthansa,,N/A,Heinkel HE-2,D-1717,334,3,3,0
10/14/1931,Brazil,Syndicato Condor,,N/A,Dornier Wal,P-BALSA,107,3,3,0
11/5/1931,"Camden, New Jersey","NY, Phil., Washington AW",,"Newark, NJ  - Camden, NJ - Washington DC",Lockheed Orion 9,NC12221,178,5,5,0
11/13/1931,"Sir Lowry's pass, South Africa",Union Airways,,N/A,De Havilland DH.80,,N/A,3,3,0
11/23/1931,"Salt Lake City, Utah",Boeing Air Transport,,N/A,Boeing 40,NC7465,N/A,1,1,0
11/24/1931,"Near Tsinan, China",China National Aviation Corporation,,Nanking - Peiking,Stinson,,N/A,3,3,0
11/26/1931,"Pasco, Washington",Varney Air Lines,,"Portland,  WA - Pasco, WA",Boeing 40,NC10338,N/A,1,1,0
12/5/1931,"Kewanee, Illinois",Braniff Airways,,Kansas City - Chicago,Lockheed Vega 5,NC433E,49,6,2,0
12/6/1931,"Bangkok, Thailand",KLM Royal Dutch Airlines,,N/A,Fokker F-VIIb-3M,PH-AFO,5226,7,5,0
12/9/1931,Off Algiers,Aeropostale,,N/A,CAMS 56,F-AIOX,N/A,2,2,0
12/31/1931,"Springfield, Ohio",American Airways,,"Port Colombus, OH - Louisville, KY",Fairchild Pilgrim 100A,,N/A,5,4,0
1/21/1932,"Colvin Park, Ilinois",Northwest Airways,,"Rockford - Chicago, IL - Madison, WI",Stinson SM-2A,,N/A,1,1,0
1/29/1932,"Lebec, California",Century PacifiLines,,"San Francisco - Bakersfield - Los Angeles, CA",Stinson SM-6000B,,5034,8,8,0
2/1/1932,"Off Miami, Florida",Bimini Airways,,Miami - Bimini,Fairchild,,N/A,5,5,0
2/2/1932,"Marcellus, Michigan",Transamerican Airlines,,Chicago - Kalamazoo,Stearman C-3MB,,N/A,1,1,0
2/2/1932,"Rio Vista, California",Boeing Air Transport,,N/A,Boeing 40,NC7470,N/A,2,1,0
2/27/1932,"Off Setiba, Brazil",Aeropostale,,N/A,Latecoere 28,F-AJOX,N/A,3,3,0
3/8/1932,"Saint Louis, Illinois",Century Air Lines,,Training,Stinson SM-6000B,,N/A,5,2,0
3/19/1932,"Calimesa, California",American Airways,,"Phoenix, AZ - Los Angeles, CA",Fokker F-10A,,1027,7,7,0
3/21/1932,"Steubenville, Ohio",Trans Continental and Western Air,,Columbus - McKeesport,Northrop Alpha,,N/A,1,1,0
3/29/1932,Syria,Air Orient,,N/A,Farman F-190,,N/A,3,3,0
3/31/1932,"Bedford, Ohio",National Air Transport,,N/A,Boeing 95,NC191E,N/A,1,1,0
4/21/1932,"Fort Wayne, Indiana",Transamerica Airlines,,N/A,Stearman C-3MB,,N/A,1,1,0
5/3/1932,"Portland, Oregon",Varney Air Lines,,N/A,Boeing 40,NC830M,N/A,2,2,0
5/16/1932,"Burbank, California",PacifiAir Transport,,San Diego - Burbank - Oakland,Boeing 40,NC5589,N/A,3,3,0
7/16/1932,"Mount El Plomo, near Vitacura, Chile",Panagra,,"Santiago, Chile - Mendosa, Argentina",Ford 5-AT-C Tri Motor,NC403H,5-AT-062,9,9,0
8/12/1932,"Beyrouth, Lebanon",Air Orient,,N/A,CAMS 53,F-AIQY,N/A,7,1,0
8/30/1932,"Tubergen, Germany",A B Aerotransport,,N/A,Junkers G-23,SE-AAE,N/A,2,2,0
9/8/1932,"Salt Flats, Texas",American Airways,,El Paso - Dallas,Fokker F-10,NC9716,N/A,4,3,0
9/17/1932,"Selsdon Park, England",Air Union,,N/A,Liore-et-Olivier 213,F-AIFE,N/A,2,1,0
9/18/1932,"Byron Bay, Australia",New England Airways,,N/A,De Havilland DH-80,VH-UPM,N/A,3,3,0
10/12/1932,"Port Etienne, Mauritania",Aeropostale,,N/A,Latecoere 28,,N/A,1,1,0
10/26/1932,"Villa Monte, Bolivia",Lloyd Aero Boliviano,,N/A,Ford Tri-motor 5,,N/A,2,2,0
10/29/1932,"Ramsgate, England",Deutsche Lufthansa,,N/A,Junkers W-33,,N/A,2,2,0
11/2/1932,"Echterpfuhl, Germany",Deutsche Lufthansa,,Nuremberg - Frankfort,Junkers F-13,D-724,696,5,5,0
11/25/1932,"Marianna, Arkansas",Hunter Airways,,"Little Rock, AR - Memphis, TN",Travel Air 6000,,N/A,2,2,0
12/14/1932,"Amarillo, Texas",Trans Continental and Western Air,,N/A,Ford 5,NC9650,N/A,2,2,0
12/14/1932,"Rocky Ridge, Colorado",Boeing Air Transport,,N/A,Boeing 40,NC842M,N/A,1,1,0
12/26/1932,"Wau, Australia",Guinea Airways,,N/A,De Havilland DH-60,VH-UMJ,N/A,2,2,0
1/10/1933,Algiers,Aeropostale,,N/A,CAMS 53,F-AISV,N/A,1,1,0
1/14/1933,"Newark, New Jersey",Eastern Air Transport,,Test flight,Curtiss Condor 18,NC185H,N/A,2,2,0
1/20/1933,"Marietta, Georgia",American Airways,,N/A,Stearman 4,N490W,N/A,1,1,0
1/20/1933,"Bourne, Texas",American Airways,,Big Springs - San Antonio,Stearman 4,NC11721,N/A,1,1,0
1/24/1933,"Eugene, Oregon",PacifiAir Transport,,N/A,Ford 5-AT-D,NC431H,5-AT-098,3,1,0
3/11/1933,"Near Mendoza, Argentina",Pan American Grace Airways,,"Mendoza, Argentina - Santiago, Chili",Fairchild FC-2W,NC9723,N/A,2,2,0
3/25/1933,"Hayward, California",Varney Airlines,,Burbank - San Francisco,Lockheed Orion 9,NC12226,184,3,3,11
3/28/1933,"Near Dixmude, Belgium",Imperial Airways,,"Cologne, Germany - Croydon, England",Armstrong Whitworth Argosy II,G-AACI,AW-363,15,15,0
4/3/1933,"Hemkenrode, Germany",Deutsche Lufthansa,,N/A,Junkers F-13,D-534,N/A,2,1,0
4/4/1933,"Off Barnegat, New Jersey",Military - U.S. Navy,,N/A,Goodyear-Zeppelin U.S.S. Akron (airship),ZRS-4,N/A,76,73,0
4/23/1933,"Mt. Terrione, Italy",Air Orient,,N/A,Cams 33,F-ALCE,29,6,6,0
4/29/1933,"Traunstein, Germany",Eurasia,,N/A,Junkers W-34,D-4,2737,4,4,0
5/9/1933,"Viladrau, Spain",Aeropostale - La Tecoere Company,,Paris - Morroco,Latecoere 28-1,F-AJIX,1701,6,6,0
6/2/1933,"Bowling Green, Virginia",Eastern Air Transport,,N/A,Pitcairns PA-6,,N/A,1,1,0
8/29/1933,"Quay, New Mexico",Trans Continental and Western Air,,N/A,Ford 5-AT-B Tri Motor,NC9607,5-AT-005,5,5,0
9/12/1933,"Ljubljana, Yugoslavia",Aeroput,,N/A,Farman F-306,YU-SAH,N/A,8,8,0
10/10/1933,"Chesterton, Indiana",United Air Lines,,Cleveland - Chicago,Boeing 247-D,NC13304,1685,10,10,0
10/31/1933,"Etobon, France",Air France,,N/A,Farman F-301,F-AJMI,N/A,2,2,0
11/9/1933,"Portland, Oregon",United Air Lines,,"Seattle, WA - Dallas, TX",Boeing 247,NC13345,N/A,9,4,0
11/10/1933,"Moriarty, New Mexico",Trans Continental and Western Air,,N/A,Northrop Delta,NC12292,N/A,1,1,0
11/20/1933,"Near Tsinan, China",China National Aviation Corporation,,Canton - Shanghi,Sinson,,N/A,8,8,0
11/21/1933,"Near Kharkov, Ukraine, USSR",Kalinin,,Test flight,Kalinin K-7,,N/A,20,14,0
11/24/1933,"Wedron, Illinois",National Air Transport,,N/A,Boeing 247,NC13324,N/A,2,2,0
12/11/1933,"Hamburg, Germany",Deutsche Lufthansa,,Berlin - Hamburg,Focke-Wulf A-17,D-1403,47,8,7,0
12/14/1933,"Eshowe, South Africa",Union Airways,,N/A,Junkers W-34,ZS-AEB,2735,6,4,0
12/30/1933,"Near Ruysselede, Belgium",Imperial Airways,,"Brussels, Belgium - Croydon, England",Avro 10,G-ABLU,528,10,10,0
1/15/1934,"Corbigny, France",Air France,,Saigon - Paris,Dewoitine D-332,F-AMMY,1,14,14,0
1/20/1934,"Carombe, France",Air France,,N/A,Breguet 280T,F-AJKX,N/A,2,2,0
2/23/1934,"Near Salt Lake City, Utah",Boeing Aircraft Company,,Salt Lake City - Cheyenne,Boeing 247,NC13357,1739,8,8,0
2/26/1934,"Rio de Oro, Morocco",Air France,,N/A,Latécoère 28,F-AJPA,925,6,1,0
3/6/1934,"Petersburg, Illinois",American Airways,,"St. Louis, MO - Chicago, IL",Fairchild Pilgrim 100A,NC710Y,6606,4,4,0
3/10/1934,"Pereira, Colombia",Pan American Airways (Scadta),,Quiddo - Cartago,Sikorsky S-38 Flying Boat,NC-9107,N/A,6,5,0
3/22/1934,"Near Lima, Peru",Pan American Grace Airlines,,N/A,Ford 5-AT-C Tri-Motor,NC407H,5-AT-066,15,3,0
4/10/1934,"Ningpo Bay, China",China National Aviation Corporation,,N/A,Sikorsky S-38BB,NV17V,N/A,3,3,0
5/9/1934,English Channel,Air France,,"Dieppe, France - New Haven, England",Wibault 282T-12,F-AMPH,8,6,6,0
5/31/1934,"Croydon, England",Air France,,"Croydon, England - Paris, France",Liore-et-Olivier 213,F-AIVG,N/A,2,2,0
6/9/1934,"Mongaup Mountain, New York",American Airways,,New York - Chicago,Curtiss Condor T-32,NC12354,22,7,7,0
6/11/1934,"Junin, Argentina",Panagra,,Buenos Aires - Santiago,Ford 5-AT-C Tri-Motor,NC8417,5-AT-055,10,5,0
6/22/1934,"Chausseehausen, Germany",Deutsche Lufthansa,,N/A,Dornier Merkur,D-1445,176,7,1,0
6/23/1934,"Burbank, California",Aerevias Centrales Air Service,,Mexico - Burbank,Lockheed Orion,XA-BEJ,N/A,1,1,0
7/9/1934,"San Bernardino, California",United Air Services,,San Bernardion - Los Angeles,Lockheed Vega,NC32E,N/A,4,3,0
7/27/1934,"Near Tuttlingen, Germany",Swissair,,N/A,Curtiss AT-32C Condor,CH-170,53,12,12,0
8/5/1934,"Bahia, Brazil",Air France,,N/A,Latecoere 26,F-AILK,N/A,2,2,0
8/10/1934,"Ningbo, China",China National Aviation Corporation,,N/A,Sikorsky S-38B,,N/A,4,4,0
8/31/1934,"Amazonia, Missouri",Rapid Air Transport,6,Omaha - St. Joseph,Stinson  SM-6000B,NC10809,5004,5,5,0
10/3/1934,"Near Winton, Australia",Qantas,,N/A,de Havilland DH-50A,VH-UHE,N/A,3,3,0
10/19/1934,"Bass Strait, Australia",Holyman Airways,,Launceston - Melbourne,de Havilland DH-86,VH-URN,2301,11,11,0
11/2/1934,"Kiapit, Australia",Holdens Air Transport Service,,N/A,De Havilland DH-61,VH-UHW,N/A,4,2,0
11/15/1934,"Near Longreach, Australia",Qantas,,N/A,de Havilland DH-86,VH-USG,2311,4,4,0
11/15/1934,"Near Longreach, NSW, Australia",Qantas,,N/A,de Havilland DH-86,VH-USG,2311,4,4,0
11/15/1934,"Amazonia, Montana",Rapid Air Transport,,"Omaha, NB - Kansas City, MO",Stinson SM-6000-B,NC10809,N/A,2,2,0
12/7/1934,"Salchau, Germany",Deutsche Lufthansa,,N/A,Junkers F-13,D-OMAS,2008,3,3,0
12/8/1934,"Columbia, Missouri",Braniff Airlines,,"Kansas City, MO - Chicago, IL",Lockheed Vega 5C,NC106W,N/A,1,1,0
12/10/1934,"Palma Soriano, Cuba",Cubana de Aviacion,,Santiago - Havana,Ford 4-AT-E Tri-motor,NM-7,4-AT-63,8,4,0
12/20/1934,"Rutbah Wells, Syria",KLM Royal Dutch Airlines,,"Amsterdam - Batavia, Java",Douglas DC-2-115A,PH-AJU,1317,7,7,0
12/22/1934,"Sunbright, Tennessee",American Airlines,,"Louisville, KY - Nashville, TN",Lockheed Orion 9D,NC12286,N/A,1,1,0
1/26/1935,"Pittsburgh, Pennsylvania",Trans Continental and Western Air,,"Newark, NJ - Columbus, OH",Consolidated Fleetster,NC13212,N/A,1,1,0
1/31/1935,"Stettin, Germany",Deruluft,,Koenigberg - Berlin,Junkers JU-52/3m,D-AREN,4051,11,11,0
3/7/1935,"Schievelbein, Germany",Deruluft,,N/A,Rochrbach Roland,D-AJYP,45,3,3,0
3/15/1935,"El Arish, Egypt",Misrair,,Jerusalem - Cairo,de Havilland Dragon 1,SU-ABI,6031,6,3,0
3/29/1935,"Off Samland, Germany",Deutsche Lufthansa,,N/A,Junkers F-13,D-OHIL,N/A,5,5,0
4/1/1935,"Beauvais, France",Air France,,N/A,Farman F-300,F-ALHQ,N/A,3,1,0
4/6/1935,"Brilon, Germany",KLM Royal Dutch Airlines,,"Praha, Czechoslovakia - Amsterdam, Netherlands",Fokker F-12,PH-AFL,5242,7,7,0
5/1/1935,"Near Walsenberg, Colorado",Varney Air Lines,,N/A,Lockheed Vega,NC891E,N/A,1,1,0
5/6/1935,"Atlanta, Missouri",Trans Continental and Western Air,6,Los Angeles - Albuquerque - Kanasas City -  Washington,Douglas DC-2-112,NC13785,1295,14,5,0
5/18/1935,"Flint, Michigan",Knowles Flying Service of Detroit,,Sightseeing,Ford model 4-AT-E,WC-7864,4-AT-49,12,3,0
5/18/1935,"Near Moscow, Russia",Gor'ky Eskadril'ya,,Demonstration,Tupolev ANT-20 / I-5,CCCP-I20,N/A,50,50,2
5/27/1935,"Glendo, Wyoming",Wyoming Air Service,,N/A,Boeing 221,NC725W,N/A,1,1,0
5/28/1935,"Maywood, Illinois",Chicago and Southern Airlines,,Chicago - St. Louis,Stinson SM6000B Tri-motor,NC10894,N/A,2,2,0
5/29/1935,"San Barbra, Honduras",N/A,N/A,N/A,,,N/A,9,6,0
6/24/1935,"Medellin, Colombia",Servicio Aereo Columbiano / SCADTA,,N/A,Ford Tri-Motor / Ford Tri-Motor,C-31 / F-31,5-AT-112/5-AT-006,20,17,0
7/14/1935,"Amsterdam, Netherlands",KLM Royal Dutch Airlines,,Amsterdam - Sweden,Fokker F-XXII,PH-AQJ,5358,20,6,0
7/19/1935,"Off Chandeleur Island, Mississippi",Wedell-Williams Air Service Corporation,,"New Orleans, LA - Mobile, AL",General 102-E,NC-492K,N/A,2,2,0
7/20/1935,"Pian Giacomo, Switzerland",KLM Royal Dutch Airlines,,"Milan, Italy - Amsterdam",Douglas DC-2,PH-AKG,1335,13,13,0
8/13/1935,"Hangow, China",China National Aviation Corporation,,N/A,Sikorsky S-38B,NV40V,N/A,24,0,0
8/14/1935,"Near Gilmer, Texas",Delta Air Lines,4,Dallas -  Atlanta,Stinson Model A,NC14599,9103,4,4,0
8/15/1935,"Near Glendo, Wyoming",Aero Mayflower Transit Co,,Helena - Denver,"Waco, model YLC",NC14140,N/A,3,3,0
8/15/1935,"Walakpa, near Point Barrow, Alaska",Private,,N/A,Lockheed Orion 9E Explorer float plane,NR12283,195,2,2,0
9/1/1935,"Burbank, California",Western Air Express,,"Burbank, CA - Salt Lake City, UT",Boeing 247,NC13314,N/A,3,3,0
10/2/1935,"Off Finders Island, Victoria, Australia",Holyman Airways,,N/A,de Havilland DH-86,VH-URT,2312,5,5,0
10/7/1935,"Near Cheyenne, Wyoming",United Air Lines,4,Salt Lake City - Cheyenne,Boeing 247D,NC13317,1698,12,12,0
10/9/1935,Gulf of Finland,Aero O-Y,,N/A,Junkers F-13,OH-ALI,2033,6,6,0
10/21/1935,"Troy, New York",Chamberlin Flying Service,,N/A,Curtiss AT-32C Condor,NC725K,N/A,6,1,0
10/30/1935,"Cheyenne, Wyoming",United Air Lines,,Test flight,Boeing B-247-D,NC13323,1704,4,4,0
11/2/1935,"Off Nhambupe, Brazil",Air France,,Bahia - Aracaju,Latécoère 28-1,F-AJIQ,906,4,4,0
11/9/1935,"Near Juticalpa, Honduras",TACA,,N/A,Ford Tri-Motor,,N/A,14,14,0
11/9/1935,"Near Fort Worth, Texas",Braniff Airlines,,Dallas - Waco,Lockheed Vega,NC980Y,N/A,1,1,0
11/11/1935,"Istres, France",Air France,,N/A,Latecoere 28,F-AJPB,N/A,3,3,0
12/4/1935,"Tours, France",Air Bleu,,N/A,Caudron C-630 Simoun,F-ANRK,N/A,2,1,0
12/10/1935,"Croydon, England",Sabena,,"Brussels, Belgium - Croydon, England",Savoia-Marchetti SM73,OO-AGN,30002,11,11,0
12/24/1935,"Breslau, Germany",Deutsche Lufthansa,,N/A,Heinkel He-70,D-UVOR,915,3,3,0
12/31/1935,"Off Alexandria, Egypt",Imperial Airways,,Mirabella - Alexandria,Short Calcutta,G-AASJ,S-752,13,12,0
1/14/1936,"Goodwin, Arkansas",American Airlines,1,"Newark, NJ - Fort Worth, TX",Douglas DC-2-120,NC14274,1307,17,17,0
1/17/1936,"Near Cordillera, Boliva",Lloyd Aereo Boliviano,,Cochabamba - La Paz,Junkers JU-52,,4018,13,13,0
1/21/1936,"Off Ajaccio, Corsica, France",Air France,,Marseille - Tunis,CAMS 53,F-AJIR,19,6,6,0
1/29/1936,"Denton, Texas",American Airlines,,"Chicago, IL - Oklahoma City, OK",Vultee V-1,NC13767,5,6,1,0
2/15/1936,South AtlantiOcean,Deutsche Lufthansa,,"Natal, Brazil - Bathhurst, Gambia",Dormier Do-J-Iif Bos Wal,D-ADYS,229,4,4,0
3/5/1936,"Near Tengya, China",China National Aviation Corporation,,N/A,Ford 5-AT-D Tri-Motor,,N/A,6,0,0
3/26/1936,"Amemeca, Mexico",Compania de Mexico,,Mexico - Guatemala,Ford 5-AT-B Tri Motor,X-ABCO,5-AT-115,14,14,0
4/1/1936,"Pavillon, New York",American Airlines,,"Newwark, N.J. - Buffalo, NY",Stinson Model A,NC15152,N/A,2,2,0
4/7/1936,"Uniontown, Pennsylvania",Trans Continental and Western Air,1,Newark - Los Angeles,Douglas DC-2-112,NC13721,1247,15,13,0
4/11/1936,"Port of Spain, Trinidad",Pan American Airways,,Miami - Rio de Janeiro,Sikorsky S-42A,NC1537,N/A,25,3,0
4/15/1936,"Near Turin, Italy",Avio Linee Italiane,,Turin - Milan,OFM F-VIIb/3m,I-AAXZ,359,7,7,0
4/17/1936,Switzerland,Deutsche Lufthansa,,N/A,Junkers JU-52,D-ASOR,N/A,5,3,0
4/21/1936,"Senlis, France",Sabena,,N/A,Fokker F-VII,OO-AIF,N/A,2,2,0
4/30/1936,"Basel, Switzerland",Swissair,,N/A,General Aviation GA-43,HB-ITU,N/A,2,2,0
5/16/1936,"Mount Waverley, Australia",Holyman Airways,,N/A,De Havilland DH-60,VH-UII,N/A,2,2,0
6/9/1936,"Malmo, Sweden",A B Aerotransport,,Malmo - Amsterdam,Fokker F-XXII,SE-ABA,N/A,15,1,0
6/13/1936,"Hannover, Germany",Deutsche Lufthansa,,N/A,Junkers JU-160,D-UPYM,4211,6,1,0
6/16/1936,"Mt. Lihesten, Norway",Den Norske Luftfartskole,,Bergen - Trondheim,Junkers JU-52/3m,LN-DAE,4077,7,7,0
7/31/1936,"Off Channel Islands, Jersey",Guernsey Airways,,Guernsey - Jersey,Saro Cloud,G-ABXW,A-19/4,7,7,0
8/2/1936,"Mazamet, France",Air France,,N/A,Wibault 280,,N/A,3,3,0
8/3/1936,Mexico,Mexicana,,N/A,Lockheed Orion,XA-BAY,N/A,1,1,0
8/5/1936,"St. Louis, Missouri",Chicago Southern Airlines,4,New Orleans - Chicago,Lockheed 10B Electra,NC16022,N/A,8,8,0
8/6/1936,"Choco, Colombia",SCADTA,,N/A,Junkers F-13,C-40,N/A,2,2,0
8/12/1936,"Altenkirchen, Germany",British Airways,,N/A,De Havilland DH-86,G-ADEB,N/A,2,2,0
8/22/1936,"Mirabella, Greece",Imperial Airways,,N/A,Short Kent,G-ABFA,N/A,11,2,0
9/25/1936,English Channel,Imperial Airways,,N/A,Boulton and Paul P-71,G-ACOX,N/A,2,2,0
9/28/1936,"Walsenberg, Colorado",Varney Air Lines,,"El Paso, TX - Pueblo, CO",Lockheed Vega,NC176W,N/A,3,3,0
9/29/1936,"Napierville, Illinois",Blue Bird Air Service,,N/A,Lockheed Vega 5C,NC959Y,170,4,4,0
10/6/1936,Mexico,Mexicana,,N/A,Lockheed Orion,XA-BDH,N/A,1,1,0
10/9/1936,N/A,North Sea Aerial and General Transport,,N/A,Blackburn B-2,G-ABWI,N/A,1,1,0
11/1/1936,"Near Tabarz, Germany",Deutsche Lufthansa,,Frankfurt - Erfurt,Junkers JU-52,D-APOO,5506,15,11,0
11/6/1936,Near Moscow,Deruluft,,N/A,Antonov AN-9,CCCP-D311,N/A,9,9,0
11/17/1936,"Nurnberg, Germany",Deutsche Lufthansa,,N/A,Junkers JU-52/3m,D-ASUI,5498,16,4,0
11/19/1936,"London, England",British Airways,,N/A,Fokker F-XII,G-AEOT,N/A,4,2,0
12/4/1936,"Near Grenoble, France",Deutsche Lufthansa,,N/A,Junkers JU-52/3m,D-ASIH,5078,6,6,0
12/7/1936,"Off Dakar, French West Africa",Air France,,N/A,Latécoère 300,F-AKGF,1,5,5,0
12/9/1936,"Croydon, England",KLM Royal Dutch Airlines,,Croydon - Amsterdam,Douglas DC-2-115E,PH-AKL,1358,17,15,0
12/15/1936,"Near Salt Lake City, Utah",Western Air Express,6,Burbank - Las Vegas - Salt Lake City,Boeing 247D,NC13370,1957,7,7,0
12/18/1936,"Kellogg, Idaho",Northwest Orient Airlines,,N/A,Lockheed 10 Electra,NC14935,N/A,2,2,0
12/19/1936,"Near Milford, Pennsylvania",Eastern Air Lines,14,"Miami, FL - Charleston, SC - Newark, NJ",Douglas DC-2-112,NC13732,1258,14,14,0
12/23/1936,"Near Dallas, Texas",Braniff Airways,,Test flight,Lockheed 10 Electra,NC14905,1018,6,6,0
12/26/1936,"Nanking, China",China National Aviation Corporation,,N/A,Douglas DC-2,NC14269,N/A,28,26,0
12/27/1936,"Newhall, California",United Air Lines,34,Oakland - San Francisco - Los Angeles,Boeing 247-D,NC13355,1737,12,12,0
1/12/1937,"Near Newhall, California",Western Air Express,7,Salt Lake City - Burbank,Boeing 247B,NC13315,1696,13,5,0
1/26/1937,"Oran, Algeria",Sabena,,Belgian Congo - Brussels,Sabca S-73,OO-AGR,N/A,12,12,0
2/9/1937,"Off San Francisco, California",United Air Lines,23,Los Angeles - San Francisco - Oakland,Douglas DC-3A,NC16073,1913,11,11,0
2/19/1937,"McPherson Ranges, Queensland, Australia",Airlines of Australia,,Brisbane - Sidney,Stinson Model A,VH-UHH,1926,7,5,0
3/12/1937,"Bathurst, Gambia",Deutsche Lufthansa,,"Las Palmas, Canary Islands - Bathhurst, Gambia",Heinkel He-111V2,D-ALIX,715,4,4,0
3/24/1937,"Near Ouroux, France",Imperial Airways,,"Southhampton, England - Alexandria, Egypt",Short  S-23 (flying boat),G-ADVA,S-818,6,5,0
3/25/1937,"Clifton, Pennsylvania",Trans Continental and Western Air,15A,Newark - Camden - Pittsburg,Douglas DC-2-112,NC13730,1256,13,13,0
3/26/1937,"Wetnum, Germany",Deutsche Lufthansa,,N/A,Junkers JU-52/3m,D-UPOZ,4207,6,2,0
5/6/1937,"Lakehurst, New Jersey",Deutsche Zeppelin Reederei,LZ 129,Frankfurt - Lakehurst N.J.,Zeppelin LZ-129,D-LZ-129,D-LZ129,97,35,1
5/20/1937,"Stuttgart, Germany",Deutsche Lufthansa,,N/A,Heinkel He-70,D-UXUV,916,4,4,0
7/2/1937,"Off Lae, New Guinea",Private - Purdue Reasearch Foundation,,Lae - Howland Island,Lockheed 10E Electra,NR16020,1055,2,2,0
7/28/1937,"Hal, Belgium",KLM Royal Dutch Airlines,,Amsterdam - Paris,Douglas DC-2-115L,PH-ALF,1585,15,15,0
8/2/1937,"Wadi Halfa, Sudan",Ala Littoria,,"Rome, Italy - Kartoum",Savoia-Marchetti SM73,I-SUSA,30014,9,9,0
8/3/1937,"Off Cristobal, Panama",Pan American Grace Airways,,"Santiago, Chili - Cristobal, Panama",Sikorsky S-43,NC15065,4305,14,14,0
8/8/1937,"Chilang Point, Bias Bay, China",China National Aviation Corporation,,Canton - Shanghi,Sikorsky S-43,,N/A,11,3,0
8/10/1937,"Daytona Beach, Florida",Eastern Air Lines,7,Chicago - Daytona,Douglas DC-2,NC-13739,1289,9,4,0
8/23/1937,"San Luis, Argentina",Pan American Grace Airways,,Mendosa - Cordoba,Douglas DC-2,NC14298,N/A,3,3,0
8/27/1937,"Wau, Australia",Guinea Airways,,N/A,Stinson SR-7 Reliant,VH-URC,N/A,2,1,0
3/23/1938,"Corsavy, France",Air France,,N/A,Dewoitine D-338,F-AQBB,2,8,8,0
10/1/1937,"Phaleron Bay, Greece",Imperial Airways,,"Alexandria, Egypt  - Athens, Greece",Short Empire Flying Boat,G-ADVC,N/A,14,2,0
10/6/1937,"Palembang, Netherlands Indies",KLM Royal Dutch Airlines,,N/A,Douglas DC-3,PH-ALS,N/A,5,4,0
10/17/1937,"Haydens Peak, Wyoming",United Air Lines,1,Cheyenne - Salt Lake City,Douglas DC-3,NC16074,1914,19,19,0
11/12/1937,"Mannheim, Germany",Deutsche Lufthansa,,Berlin - Mannheim,Heinkel He-111,D-AXAV,1830,12,10,0
11/16/1937,"Ostende, Belgium",Sabena,,Cologne - Brussels - London,Junkers JU-52/3m,OO-AUB,5827,11,11,0
11/26/1937,"Croydon, London",Deutsche Lufthansa,,N/A,Junkers JU-52,D-AGAV,N/A,3,3,0
12/5/1937,"Brindisi Harbor, Italy",Imperial Airways,,India - London,Short Empire Flying Boat,G-ADUZ,N/A,19,2,0
12/8/1937,"Saint Sauveur, France",Air France,,N/A,Potez 621,F-AOTZ,4213,7,2,0
12/24/1937,"Kasperske Hory, Czechoslovakia",Air France,,Bucharest - Vienna - Prague - Paris,Wibault 283-T12,F-AMYD,11,3,3,0
1/4/1938,"Frankfurt, Germany",Deutsche Lufthansa,,"Milan, Italy - Frankfurt, Germany",Junkers JU-52/3m,D-ABUR,5777,6,6,0
1/10/1938,"Bozeman, Montana",Northwest Orient Airlines,2,Seattle - Billings - Chicago,Lockheed 14H Super Electra,NC-17388,1407,10,10,0
1/11/1938,"Pago Pago, U.S. Samoa",Pan American World Airways,1,Honolulu - Pago Pago - Auckland,Sikorsky S-42 (flying boat),NC16734,4207,7,7,0
1/12/1938,"North Pine, Ontario, Canada",General Airways,,Sioux Lookout - Hudson,Stinson Reliant,CF-BEI,N/A,1,1,0
2/2/1938,"Off San Clemente Island, California",Military - U.S. Navy / Military - U.S. Navy,,N/A,Consolidated PBY-2 / Consolidated PBY-2,04062 / 0463,N/A,14,11,0
2/5/1938,"Kandalaksha, Russia",TsAGI,,Moscow - Murmansk,V6 (airship),CCCP-V6,N/A,19,13,0
